Environment;Object;Role Index;Role;Privilege Index;Privilege;Value
devinternal;GxP Request Privileges;21;ReseachCenterManager;3;Edit;0
devinternal;GxP Request Privileges;21;ReseachCenterManager;4;Move;0
devinternal;GxP Request Privileges;21;ReseachCenterManager;5;Export;0
devinternal;GxP Request Privileges;21;ReseachCenterManager;6;Share;0
devinternal;GxP Request Privileges;21;ReseachCenterManager;7;Read Dependent Share;0
devinternal;GxP Request Privileges;21;ReseachCenterManager;8;Trash;0
devinternal;GxP Request Privileges;21;ReseachCenterManager;9;Share Templates;0
devinternal;GxP Request Privileges;21;ReseachCenterManager;10;Add Reviewers and Keep Open;0
devinternal;GxP Request Privileges;21;ReseachCenterManager;11;Sign and Add Reviewers;0
devinternal;GxP Request Privileges;21;ReseachCenterManager;12;Sign and Keep Open;0
devinternal;GxP Request Privileges;21;ReseachCenterManager;13;Void;0
devinternal;GxP Request Privileges;21;ReseachCenterManager;14;Sign and Close Without Witnessing;0
devinternal;GxP Request Privileges;21;ReseachCenterManager;15;Two Stage Review;0
devinternal;GxP Request Privileges;21;ReseachCenterManager;16;Close Without Signing;0
devinternal;GxP Request Privileges;21;ReseachCenterManager;17;Approve;0
devinternal;GxP Request Privileges;22;ResearchCenterUser;1;View;0
devinternal;GxP Request Privileges;22;ResearchCenterUser;2;Add;0
devinternal;GxP Request Privileges;22;ResearchCenterUser;3;Edit;0
devinternal;GxP Request Privileges;22;ResearchCenterUser;4;Move;0
devinternal;GxP Request Privileges;22;ResearchCenterUser;5;Export;0
devinternal;GxP Request Privileges;22;ResearchCenterUser;6;Share;0
devinternal;GxP Request Privileges;22;ResearchCenterUser;7;Read Dependent Share;0
devinternal;GxP Request Privileges;22;ResearchCenterUser;8;Trash;0
devinternal;GxP Request Privileges;22;ResearchCenterUser;9;Share Templates;0
devinternal;GxP Request Privileges;22;ResearchCenterUser;10;Add Reviewers and Keep Open;0
devinternal;GxP Request Privileges;22;ResearchCenterUser;11;Sign and Add Reviewers;0
devinternal;GxP Request Privileges;22;ResearchCenterUser;12;Sign and Keep Open;0
devinternal;GxP Request Privileges;22;ResearchCenterUser;13;Void;0
devinternal;GxP Request Privileges;22;ResearchCenterUser;14;Sign and Close Without Witnessing;0
devinternal;GxP Request Privileges;22;ResearchCenterUser;15;Two Stage Review;0
devinternal;GxP Request Privileges;22;ResearchCenterUser;16;Close Without Signing;0
devinternal;GxP Request Privileges;22;ResearchCenterUser;17;Approve;0
devinternal;GxP Request Privileges;23;ResearchCenterViewer;1;View;0
devinternal;GxP Request Privileges;23;ResearchCenterViewer;2;Add;0
devinternal;GxP Request Privileges;23;ResearchCenterViewer;3;Edit;0
devinternal;GxP Request Privileges;23;ResearchCenterViewer;4;Move;0
devinternal;GxP Request Privileges;23;ResearchCenterViewer;5;Export;0
devinternal;GxP Request Privileges;23;ResearchCenterViewer;6;Share;0
devinternal;GxP Request Privileges;23;ResearchCenterViewer;7;Read Dependent Share;0
devinternal;GxP Request Privileges;23;ResearchCenterViewer;8;Trash;0
devinternal;GxP Request Privileges;23;ResearchCenterViewer;9;Share Templates;0
devinternal;GxP Request Privileges;23;ResearchCenterViewer;10;Add Reviewers and Keep Open;0
devinternal;GxP Request Privileges;23;ResearchCenterViewer;11;Sign and Add Reviewers;0
devinternal;GxP Request Privileges;23;ResearchCenterViewer;12;Sign and Keep Open;0
devinternal;GxP Request Privileges;23;ResearchCenterViewer;13;Void;0
devinternal;GxP Request Privileges;23;ResearchCenterViewer;14;Sign and Close Without Witnessing;0
devinternal;GxP Request Privileges;23;ResearchCenterViewer;15;Two Stage Review;0
devinternal;GxP Request Privileges;23;ResearchCenterViewer;16;Close Without Signing;0
devinternal;GxP Request Privileges;23;ResearchCenterViewer;17;Approve;0
devinternal;GxP Request Privileges;24;Sign & 2 Stage Review;1;View;0
devinternal;GxP Request Privileges;24;Sign & 2 Stage Review;2;Add;0
devinternal;GxP Request Privileges;24;Sign & 2 Stage Review;3;Edit;0
devinternal;GxP Request Privileges;24;Sign & 2 Stage Review;4;Move;0
devinternal;GxP Request Privileges;24;Sign & 2 Stage Review;5;Export;0
devinternal;GxP Request Privileges;24;Sign & 2 Stage Review;6;Share;0
devinternal;GxP Request Privileges;24;Sign & 2 Stage Review;7;Read Dependent Share;0
devinternal;GxP Request Privileges;24;Sign & 2 Stage Review;8;Trash;0
devinternal;GxP Request Privileges;24;Sign & 2 Stage Review;9;Share Templates;0
devinternal;GxP Request Privileges;24;Sign & 2 Stage Review;10;Add Reviewers and Keep Open;0
devinternal;GxP Request Privileges;24;Sign & 2 Stage Review;11;Sign and Add Reviewers;0
devinternal;GxP Request Privileges;24;Sign & 2 Stage Review;12;Sign and Keep Open;0
devinternal;GxP Request Privileges;24;Sign & 2 Stage Review;13;Void;0
